#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-13T01:03:35 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-13T01:03:35	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/145/101&tab:{J/AJ/145/101/catalog}&key:source=J/AJ/145/101/catalog&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/145/101/catalog
#-order=I
#-out=Name
#-out=Nd
#-out=RAJ2000
#-out=DEJ2000
#-out=a26
#-out=l_FUV
#-out=FUV
#-out=Bmag
#-out=l_Hamag
#-out=Hamag
#-out=Kmag
#-out=l_HImag
#-out=HImag
#-out=W50
#-out=TT
#-out=Mcl
#-out=Tdw
#-out=HRV
#-out=Dist
#-out=A26
#-out=i
#-out=vAmp
#-out=<Bmu>
#-out=M26
#-out=l_MHI
#-out=MHI
#-out=Vlg
#-out=Ti5
#-out=K+04
#-out=SimbadName
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=9999	

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	
#INFO	publisher=CDS	
#INFO	creator=Karachentsev I.D.	
#INFO	related_resource=bibcode:2013AJ....145..101K	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	
#INFO	publication_id=doi:10.26093/cds/vizier.51450101	
#INFO	publication_date=2017-06-12	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Name;Nd;RAJ2000;DEJ2000;a26;l_FUV;FUV;Bmag;l_Hamag;Hamag;Kmag;l_HImag;HImag;W50;TT;Mcl;Tdw;HRV;Dist;A26;i;vAmp;<Bmu>;M26;l_MHI;MHI;Vlg;Ti5;K+04;SimbadName
132.875000;+63.130000;UMa II            ;  5;08 51 30.0;+63 07 48; 25.30; ;22.28;14.80; ;     ;10.35;>; 16.33;   ;-2;Sph  ;X;-116; 0.03; 0.25;80;   ;30.2;     ;<; 2.80;  -3; 3.9;  0;UMA II GALAXY
133.170417;+33.417222;NGC2683           ;  8;08 52 40.9;+33 25 02; 13.49; ;14.40;10.34; ;14.71; 6.33; ; 12.93;428; 3;     ; ; 411; 7.73;29.52;90;202;23.3;11.14; ; 8.94; 365; 0.2;  1;NGC2683
133.211250;+33.797778;KK69              ;  7;08 52 50.7;+33 47 52;  1.38; ;20.84;17.40; ;22.62;14.93; ; 16.50; 13;10;Ir   ;L; 462; 7.70; 3.15;46;  3;26.6; 6.65; ; 7.51; 418; 3.3;  1;[KK98a] 69
133.841667;+33.559167;KK70              ;  5;08 55 22.0;+33 33 33;  0.50;>;23.00;17.70; ;24.53;13.48;>; 18.20;   ;-3;Sph  ;L;    ; 7.70; 1.17;17;   ;24.8;     ;<; 6.83;    ; 2.9;  1;[KK98a] 70
134.751250;+39.210000;UGC04704          ;  7;08 59 00.3;+39 12 36;  4.37; ;16.11;15.00; ;18.56;11.91; ; 14.27;132; 8;     ; ; 599;15.20;18.17;90; 57;26.2; 9.84; ; 8.99; 584;-1.8;  0;UGC04704
135.725000;+20.075278;LSBC D564-08      ;  7;09 02 54.0;+20 04 31;  0.72; ;18.99;17.90;>;24.61;15.44; ; 16.72; 49;10;Ir   ;L; 483; 8.67; 1.85;51; 26;25.7; 8.16; ; 7.52; 366;-0.2;  1;ESDO 564-08
135.762917;-23.808333;ESO497-004        ;  7;09 03 03.1;-23 48 30;  1.12; ;19.16;16.36; ;20.76;12.79; ; 15.49; 95; 8;     ; ; 806;19.00; 7.28;79; 42;24.5; 9.18; ; 8.69; 519;-0.7;  0;ESO497-004
136.500000;-36.060000;HIPASS J0905-36   ;  5;09 06 00.0;-36 03 36;  0.50;>;23.00;17.40; ;     ;13.38; ; 15.42; 70;10;Ir   ;N; 886; 7.93; 1.69;47; 42;23.5; 8.53; ; 7.96; 579;-0.9;  0;HIPASS J0905-36
136.895417;+33.276667;UGC04787          ;  7;09 07 34.9;+33 16 36;  2.45; ;16.19;14.60; ;18.41;11.69; ; 15.29;130; 8;     ; ; 553;20.30;14.08;76; 58;24.8; 9.74; ; 8.83; 504;-1.5;  0;UGC04787
137.152500; +5.292222;KKH46             ;  6;09 08 36.6;+05 17 32;  0.60; ;18.14;17.05; ;19.55;14.52; ; 16.36; 25;10;Ir   ;N; 598; 5.60; 1.02;34;  7;24.5; 6.78; ; 7.28; 409;-1.4;  1;[KKH2001] 46
137.222917;+14.581944;LSBC D634-03      ;  7;09 08 53.5;+14 34 55;  0.47; ;21.10;17.50;>;24.86;15.00; ; 18.99; 47;10;Ir   ;N; 335; 9.55; 1.34;32; 37;24.4; 8.32; ; 6.70; 189;-0.7;  1;ESDO 634-03
137.295417;-23.367778;KK71              ;  4;09 09 10.9;-23 22 04;  0.40; ;21.14;17.70; ;     ;12.90;>; 18.20;   ;-3;Sph  ;N;    ; 9.80; 1.41;48;   ;24.0;     ;<; 7.03;    ; 2.1;  1;[KK98a] 71
137.444167;-23.009167;DDO056            ;  6;09 09 46.6;-23 00 33;  1.29; ;     ;15.63; ;19.46;12.60; ; 16.13; 79;10;Ir   ;N; 724; 9.80; 4.23;52; 44;24.4; 8.97; ; 7.86; 438; 1.8;  1;DDO056
137.926250;-23.982222;KK72              ;  4;09 11 42.3;-23 58 56;  0.45; ;23.74;18.00; ;     ;13.17;>; 18.20;   ;-3;Sph  ;L;    ; 9.80; 1.60;41;   ;24.6;     ;<; 7.03;    ; 3.9;  1;[KK98a] 72
138.077083;-24.211111;NGC2784 dw01      ;  4;09 12 18.5;-24 12 40;  0.89;>;23.00;17.27; ;     ;12.36;>; 18.20;   ;-3;Sph  ;L;    ; 9.80; 3.29;33;   ;25.3;     ;<; 7.03;    ; 5.1;  1;NAME NGC 2784 DW1
138.080833;-24.171667;NGC2784           ;  6;09 12 19.4;-24 10 18;  5.50; ;16.73;11.24; ;16.91; 6.33; ;      ;   ;-2;     ; ; 687; 9.82;19.27;90;   ;23.1;     ; ;     ; 398; 3.2;  1;NGC2784
138.122083;-24.241111;KK73              ;  5;09 12 29.3;-24 14 28;  0.62; ;20.67;16.35; ;     ;10.62;>; 18.20;   ;-3;Sph  ;N;    ; 9.80; 2.22;68;   ;23.6;     ;<; 7.03;    ; 4.8;  1;[KK98a] 73
138.300417;-19.408611;UGCA153           ;  7;09 13 12.1;-19 24 31;  2.24; ;17.07;15.40; ;19.31;12.36; ; 14.89;111; 8;     ; ; 766;21.90;15.17;54; 59;25.4; 9.79; ; 9.06; 489;-1.4;  1;UGCA153
138.412500;+19.618889;LV J0913+1937     ;  5;09 13 39.0;+19 37 08;  0.54; ;18.94;17.40; ;     ;14.88; ; 17.90; 25;10;Ir   ;N; 445; 4.43; 0.70;79;  3;24.5; 5.98; ; 6.47; 324;-1.3;  0;[KMK2013] LV J0913+1937
138.857500;+25.419444;AGC198507         ;  6;09 15 25.8;+25 25 10;  0.20; ;19.96;18.60; ;     ;16.12; ; 17.82; 37; 9;BCD  ;N; 502;21.70; 1.29;47; 19;23.6; 7.71; ; 7.88; 411;-1.9;  0;AGC198507
139.009167;+52.840000;UGC04879          ;  8;09 16 02.2;+52 50 24;  3.24; ;15.97;13.80; ;20.61;11.50; ; 16.54; 14; 9;BCD  ;N; -25; 1.36; 1.27;66;  3;24.9; 6.05; ; 5.98;  33;-0.3;  0;UGC04879
139.241667;-23.279722;HIPASS J0916-23b  ;  7;09 16 58.0;-23 16 47;  0.66; ;18.32;15.84; ;20.77;13.06; ; 17.12; 40;10;Ir   ;N; 837;10.30; 2.11;90; 15;23.2; 7.76; ; 7.51; 550; 1.6;  0;HIPASS J0916-23b
139.470417;-22.355278;NGC2835           ;  8;09 17 52.9;-22 21 19;  8.91; ;13.20;11.01; ;13.66; 7.92; ; 12.54;194; 5;     ; ; 885;10.30;28.90;49;113;23.9;10.63; ; 9.34; 600; 0.5;  0;NGC2835
139.827500;+69.203333;NGC2787           ;  8;09 19 18.6;+69 12 12;  3.31; ;18.94;11.82; ;19.21; 7.26; ; 14.12;358; 1;     ; ; 700; 7.48; 7.99;55;203;22.4;10.58; ; 8.43; 842;-1.1;  1;NGC2787
139.872500;+21.603333;LSBC D565-06      ;  7;09 19 29.4;+21 36 12;  0.60; ;20.58;17.30;>;25.61;14.79; ; 18.77; 14;10;Ir   ;N; 498; 9.08; 1.64;34;  4;24.7; 6.58; ; 6.74; 386; 0.7;  1;ESDO 565-06
139.892083;+51.109167;UGC04932          ;  7;09 19 34.1;+51 06 33;  1.86; ;17.06;15.17; ;     ;13.15; ; 15.59;110; 8;     ; ; 549;20.60;10.82;73; 50;24.9; 9.50; ; 8.72; 597;-1.3;  0;UGC04932
140.364583;-22.500556;DDO062            ;  7;09 21 27.5;-22 30 02;  2.51; ;16.68;14.80; ;18.28;11.72; ; 13.85;124; 8;     ; ; 846;18.60;13.67;79; 55;24.9; 9.68; ; 9.33; 560;-1.1;  0;DDO062
140.737500;+24.946667;AGC198508         ;  6;09 22 57.0;+24 56 48;  0.38; ;18.34;17.80; ;     ;15.30; ; 18.48; 29;10;Ir   ;N; 519;10.40; 1.16;65;  9;24.2; 7.01; ; 6.97; 424;-0.7;  0;AGC198508
140.791250;-20.167500;ESO565-003        ;  6;09 23 09.9;-20 10 03;  0.72; ;17.49;15.53; ;19.39;12.93; ; 16.90; 31;10;Ir   ;N; 829; 7.52; 1.65;55; 12;23.3; 7.41; ; 7.32; 549;-1.0;  1;ESO565-003
140.820833;+51.973056;MCG +09-16-010    ;  3;09 23 17.0;+51 58 23;  0.92; ;17.46;16.20; ;     ;13.54; ;      ;   ; 8;     ; ; 484; 7.35; 1.98;39;   ;24.6;     ; ;     ; 537;-0.8;  0;MCG +09-16-010
141.300417;+68.383056;UGC04998          ;  8;09 25 12.1;+68 22 59;  1.78; ;18.44;15.00; ;19.54;11.11; ; 17.81; 89; 9;BCD  ;N; 632; 8.24; 4.41;60; 45;24.7; 9.01; ; 7.04; 770;-0.4;  0;UGC04998
141.539167;+33.717778;LV J0926+3343     ;  6;09 26 09.4;+33 43 04;  0.85; ;18.14;17.80; ;     ;15.13; ; 16.39; 47; 8;     ; ; 540;19.70; 4.69;79; 20;25.9; 8.33; ; 8.37; 492;-1.1;  0;[KMK2013] LV J0926+3343
141.547917;-76.626389;NGC2915           ;  8;09 26 11.5;-76 37 35;  2.00; ;15.65;13.20; ;15.99; 9.70; ; 12.38;153; 9;BCD  ;H; 467; 3.78; 2.77;69; 71;22.5; 9.21; ; 8.54; 191;-0.7;  1;NGC2915
141.616250;+70.506667;[CKT2009]d0926+70 ;  4;09 26 27.9;+70 30 24;  0.40; ;22.27;19.00; ;     ;15.74;>; 19.69;   ;10;Tr   ;L;    ; 3.93; 0.56;47;   ;25.1;     ;<; 5.64;    ; 1.5;  0;[CKT2009] dJ0926+70
142.206667;+51.560556;UGC05047          ;  5;09 28 49.6;+51 33 38;  1.62; ;     ;16.00; ;     ;13.00; ; 17.01;104; 7;     ; ; 502;19.68; 8.93;76; 47;25.4; 9.35; ; 8.12; 552;-1.1;  0;UGC05047
142.553750;+19.991667;KDG056            ;  7;09 30 12.9;+19 59 30;  0.68; ;19.56;17.02; ;24.70;14.50; ; 17.64; 25;10;Ir   ;L; 561; 8.90; 1.81;41;  4;24.7; 6.57; ; 7.17; 441; 1.7;  1;KDG056
142.666250;+21.723611;NGC2903-HI-1      ;  6;09 30 39.9;+21 43 25;  0.27; ;20.81;18.20; ;     ;15.73; ; 19.53; 24;10;Ir   ;N; 582; 8.90; 0.71;47;  3;23.9; 5.99; ; 6.42; 470; 3.3;  0;[IHS2009] N2903-HI-1
143.040000;+21.500556;NGC2903           ;  8;09 32 09.6;+21 30 02; 12.59; ;12.61; 9.53; ;13.21; 6.04; ; 11.96;366; 4;     ; ; 556; 8.87;32.45;64;189;23.0;11.13; ; 9.44; 443; 1.7;  1;NGC2903
143.189167;-33.245556;ESO373-007        ;  6;09 32 45.4;-33 14 44;  1.29; ;19.48;16.40; ;     ;13.52; ; 16.21; 44;10;Ir   ;L; 862; 8.30; 3.44;68; 19;25.2; 8.16; ; 7.69; 556;-0.7;  0;ESO373-007
143.203750;+21.465000;UGC05086          ;  5;09 32 48.9;+21 27 54;  0.98;>;23.00;16.36; ;25.10;12.13; ;      ;   ;-3;Sph  ;N; 491; 8.90; 2.63;31;   ;24.9;     ; ;     ; 378; 4.1;  1;UGC05086
143.515417;+70.215833;[CKT2009]d0934+70 ;  3;09 34 03.7;+70 12 57;  0.59; ;22.30;19.30; ;     ;14.18; ;      ;   ;-3;Sph  ;X;    ; 3.66; 0.87;37;   ;26.4;     ; ;     ;    ; 2.6;  0;[CKT2009] dJ0934+70
143.687083; +6.425556;CGCG 035-007      ;  7;09 34 44.9;+06 25 32;  1.07; ;17.49;15.22; ;19.43;12.68; ; 15.98; 89; 9;BCD  ;N; 552;13.00; 4.14;59; 45;23.8; 8.99; ; 8.17; 366;-1.1;  0;MCG+01-25-003
143.722500;+17.051389;LeoT              ;  7;09 34 53.4;+17 03 05;  2.09; ;19.53;16.50;>;21.79;14.03; ; 14.85; 15;10;Ir   ;L;  39; 0.42; 0.26;51;  3;26.6; 5.49; ; 5.63; -97; 0.8;  0;LEO T
143.840000;-13.814444;LV J0935-1348     ;  4;09 35 21.6;-13 48 52;  0.42; ;18.56;16.60; ;     ;14.08;>; 17.40;   ; 9;BCD  ;N; 796; 7.30; 0.91;47;   ;23.2;     ;<; 7.10; 533;-1.0;  0;[KMK2013] LV J0935-1348
144.816250;+71.311667;[CKT2009]d0939+71 ;  3;09 39 15.9;+71 18 42;  0.35; ;24.56;19.60; ;     ;17.09; ;      ;   ;10;Tr   ;L;    ; 3.63; 0.38;35;   ;25.8;     ; ;     ;    ; 2.5;  0;[CKT2009] dJ0939+71
144.895833;-25.126389;LV J0939-2507     ;  5;09 39 35.0;-25 07 35;  0.63; ;     ;15.50; ;19.03;12.92; ; 17.30; 56;10;Ir   ;N; 741; 6.15; 1.17;65; 26;23.0; 7.97; ; 6.99; 449;-1.3;  0;[KMK2013] LV J0939-2507
145.052917;+29.591389;KISSB023          ;  6;09 40 12.7;+29 35 29;  0.83; ;17.01;16.32; ;     ;13.90; ; 16.62; 77;10;Ir   ;N; 544;19.80; 4.67;90; 33;24.4; 8.78; ; 8.28; 474;-0.5;  0;KISSB023
145.081667;+47.777222;KUG 0937+480      ;  3;09 40 19.6;+47 46 38;  0.85; ;18.34;17.00; ;     ;14.59; ;      ;   ; 9;Im   ;N; 546; 7.88; 1.90;90;   ;25.2;     ; ;     ; 575;-0.6;  0;KUG 0937+480
145.112500; +0.042500;KDG058            ;  3;09 40 27.0;+00 02 33;  0.66; ;20.04;17.20; ;     ;14.62; ;      ;   ;10;Ir   ;L;    ;10.00; 2.01;44;   ;24.8;     ; ;     ;    ;-0.6;  0;KDG058
145.134583;+71.186389;HolmI             ;  8;09 40 32.3;+71 11 11;  4.57; ;15.00;13.64; ;17.48;11.20; ; 13.72; 29;10;Ir   ;N; 139; 3.84; 5.29;40; 12;25.4; 7.95; ; 8.01; 291; 1.8;  1;Holmberg I
145.749167;+33.264444;UGC05186          ;  7;09 42 59.8;+33 15 52;  1.38; ;18.39;16.27; ;23.47;13.87; ; 16.97; 34;10;Ir   ;N; 546; 8.30; 3.18;90; 12;25.4; 7.70; ; 7.38; 496;-0.6;  1;UGC05186
146.083750;-22.916111;LV J0944-2254     ;  3;09 44 20.1;-22 54 58;  0.32; ;     ;16.83; ;     ;14.18;>; 17.40;   ; 9;BCD  ;N; 729; 6.05; 0.59;46;   ;22.8;     ;<; 6.94; 442;-1.1;  0;[KMK2013] LV J0944-2254
146.093750;+69.211111;[CKT2009]d0944+69 ;  3;09 44 22.5;+69 12 40;  0.20;>;23.00;21.00; ;     ;16.52; ;      ;   ;-3;Sph  ;X;    ; 3.98; 0.26;10;   ;26.0;     ; ;     ;    ; 1.5;  0;[CKT2009] dJ0944+69
146.143333;+71.482500;[CKT2009]d0944+71 ;  4;09 44 34.4;+71 28 57;  0.89; ;24.21;16.70; ;     ;12.47;>; 19.76;   ;-1;Tr   ;L;    ; 3.39; 0.89;60;   ;25.0;     ;<; 5.49;    ; 2.0;  0;[CKT2009] dJ0944+71
146.182917; +9.615278;IC0559            ;  7;09 44 43.9;+09 36 55;  1.32; ;16.68;14.98; ;19.04;12.52; ; 15.69; 67; 9;BCD  ;N; 541; 9.40; 3.66;48; 39;24.1; 8.81; ; 8.00; 370;-0.7;  0;IC0559
146.208333;+67.475556;F8D1              ;  6;09 44 50.0;+67 28 32;  2.19;>;23.00;15.70; ;22.91;11.22;>; 18.20;   ;-3;Sph  ;L;-125; 3.77; 2.70;29;   ;25.9;     ;<; 6.20;   8; 2.3;  1;NAME F8D1
146.267500;+32.238333;UGC05209          ;  6;09 45 04.2;+32 14 18;  0.83; ;18.23;16.06; ;21.29;13.64; ; 17.05; 32;10;Ir   ;N; 535; 6.56; 1.61;18; 32;24.2; 8.29; ; 7.15; 479;-0.8;  1;UGC05209
146.291667;+68.765000;FM1               ;  5;09 45 10.0;+68 45 54;  0.89;>;23.00;17.50; ;24.25;13.12;>; 18.20;   ;-3;Sph  ;L;    ; 3.40; 0.96;33;   ;25.8;     ;<; 6.12;    ; 2.3;  1;[FM2000b] cand 1
146.353333;-48.141389;RKK1610           ;  5;09 45 24.8;-48 08 29;  0.93; ;     ;16.90; ;     ;12.63; ; 15.01; 79;10;Ir   ;L; 882;14.90; 6.25;54; 43;24.2; 9.12; ; 8.67; 566;-1.7;  0;RKK1610
146.815000;+67.913611;NGC2976           ;  8;09 47 15.6;+67 54 49;  5.75; ;13.77;11.01; ;14.45; 7.53; ; 13.52; 91; 7;     ; ;   6; 3.56; 6.17;64; 44;23.2; 9.15; ; 8.03; 142; 3.0;  1;NGC2976
147.024583; +7.129167;AGC191803         ;  6;09 48 05.9;+07 07 45;  0.72; ;18.56;16.50; ;     ;14.05; ; 16.78; 55; 9;Im   ;N; 535;14.90; 3.12;63; 26;24.3; 8.39; ; 7.97; 352;-0.6;  0;AGC191803
147.541667;+67.506667;KK77              ;  5;09 50 10.0;+67 30 24;  2.40;>;23.00;16.30; ;24.41;11.63;>; 18.20;   ;-3;Sph  ;L;    ; 3.48; 2.89;52;   ;26.6;     ;<; 6.14;    ; 2.5;  1;[KK98a] 77
147.581667;+31.456667;KK78              ;  7;09 50 19.6;+31 27 24;  0.41; ;18.58;17.68; ;20.96;15.25; ; 16.70; 20;10;Ir   ;N; 539; 7.10; 0.84;62;  3;24.3; 5.90; ; 7.35; 479; 2.8;  1;[KK98a] 78
147.593333;+31.487500;DDO064            ;  8;09 50 22.4;+31 29 15;  2.19; ;15.13;14.46; ;17.31;12.45; ; 14.50; 84;10;Ir   ;N; 521; 7.11; 4.45;90; 37;24.7; 8.84; ; 8.24; 461; 1.6;  1;DDO064
147.821667; +7.827222;UGC05288          ;  8;09 51 17.2;+07 49 38;  1.45; ;15.99;14.62; ;17.53;11.49; ; 14.30; 93; 9;BCD  ;N; 557; 6.85; 2.92;60; 47;23.9; 8.87; ; 8.28; 378;-1.1;  1;UGC05288
147.850000;-27.011111;NGC3037           ;  7;09 51 24.0;-27 00 40;  1.29; ;15.90;13.64; ;16.76;11.12; ; 14.59; 91; 8;     ; ; 887; 8.10; 3.28;30; 79;22.6; 9.38; ; 8.31; 591;-0.7;  0;NGC3037
148.452083;+68.969167;BK3N              ;  7;09 53 48.5;+68 58 09;  0.32; ;19.45;18.78; ;25.17;16.11; ; 15.70; 15;10;Ir   ;N; -40; 4.02; 0.40;41;  4;24.7; 5.82; ; 7.26; 101; 1.4;  1;BK3N
148.710833;+36.333889;LV J0954+3620     ;  6;09 54 50.6;+36 20 02;  0.34; ;19.82;17.93; ;     ;15.54; ; 18.78; 35;10;Ir   ;N; 503;15.40; 1.51;55; 15;24.2; 7.60; ; 7.20; 470;-1.3;  0;[KMK2013] LV J0954+3620
148.793750; -6.270000;KKSG15            ;  7;09 55 10.5;-06 16 12;  1.29; ;18.00;15.14; ;20.77;12.63; ; 16.33; 54;10;Ir   ;N; 791; 9.70; 3.56;90; 23;24.1; 8.33; ; 7.77; 554; 0.9;  1;[KKS2000] 15
148.806667;+70.408056;[CKT2009]d0955+70 ;  3;09 55 13.6;+70 24 29;  0.35;>;23.00;19.50; ;     ;14.81; ;      ;   ;-3;Sph  ;X;    ; 3.93; 0.48;36;   ;25.6;     ; ;     ;    ; 1.7;  0;[CKT2009] dJ0955+70
148.889583;+69.066667;MESSIER081        ;  8;09 55 33.5;+69 04 00; 28.18; ;11.45; 7.79; ;12.13; 3.83; ; 10.03;423; 3;     ; ; -38; 3.63;31.35;62;226;22.9;11.27; ; 9.44; 104; 2.6;  1;MESSIER081
148.974583;+69.682500;MESSIER082        ;  8;09 55 53.9;+69 40 57; 11.48; ;13.91; 9.06; ;11.58; 4.67; ; 11.19;147; 8;     ; ; 183; 3.53;13.16;69; 69;22.3; 9.86; ; 8.95; 328; 2.8;  1;MESSIER082
149.156667; -9.486389;LV J0956-0929     ;  5;09 56 37.6;-09 29 11;  0.93; ;19.09;15.89; ;20.83;13.28;>; 17.40;   ; 9;BCD  ;N; 627; 5.18; 1.48;49;   ;24.2;     ;<; 6.80; 378;-1.4;  0;[KMK2013] LV J0956-0929
149.190417;+28.825000;DDO068            ;  8;09 56 45.7;+28 49 30;  2.00; ;15.22;14.77; ;18.16;12.82; ; 13.97; 74;10;Ir   ;N; 503; 9.80; 5.56;90; 32;24.8; 8.83; ; 8.73; 429;-0.7;  1;DDO068
149.261250;+68.591667;KDG061            ;  5;09 57 02.7;+68 35 30;  1.41; ;22.41;15.24; ;19.75;10.86; ;      ;   ;-1;Sph  ;N; 221; 3.60; 1.55;64;   ;24.4;     ; ;     ; 360; 4.0;  1;KDG061
149.338333;+68.715278;ClumpI            ;  5;09 57 21.2;+68 42 55;  0.18;>;23.00;19.80;>;23.96;17.17; ;      ;   ;10;Ir   ;N;-165; 3.60; 0.20;50;   ;24.5;     ; ;     ; -25; 4.3;  0;[MI2009] Clump I
149.370833;+69.272222;A0952+69          ;  7;09 57 29.0;+69 16 20;  1.82; ;18.02;16.80; ;20.00;14.11; ; 16.26; 48;10;Ir   ;L;  99; 3.87; 2.17;69; 21;26.5; 8.05; ; 7.00; 242; 2.2;  1;Anon 0952+69
149.385000;+69.043056;HolmIX            ;  7;09 57 32.4;+69 02 35;  2.63; ;15.63;14.53; ;19.04;11.86; ; 12.63; 50;10;Ir   ;N;  50; 3.61; 2.96;41; 31;25.1; 8.53; ; 8.40; 192; 5.1;  1;Holmberg IX
149.702083;+66.849722;[CKT2009]d0958+66 ;  6;09 58 48.5;+66 50 59;  0.87; ;18.82;16.00; ;     ;13.41; ; 19.07; 22; 9;BCD  ;N;  90; 4.04; 1.06;64;  3;24.1; 5.98; ; 5.92; 221; 1.3;  0;[CKT2009] dJ0958+66
149.860000;+30.746389;LeoA              ;  7;09 59 26.4;+30 44 47;  5.75; ;14.70;12.92; ;18.46;10.49; ; 12.76; 19;10;Ir   ;N;  24; 0.81; 1.35;61;  3;25.3; 6.11; ; 7.04; -40; 0.1;  1;LEO DWARF GALAXY
